Episode,Total_Reward,Marauders,End_Loop,Reason,Is_Bottom_Right
862,75,0,13440,Timeout,False
863,35,0,13440,Timeout,False
864,-4,0,13440,Timeout,False
865,485,3,13440,Timeout,True
866,35,0,13440,Timeout,False
867,35,0,13440,Timeout,False
868,235,0,13440,Timeout,False
869,35,0,13440,Timeout,True
870,335,2,13440,Timeout,True
871,35,0,13440,Timeout,False
872,35,0,13440,Timeout,True
873,1286,5,10048,Target_Reached,False
874,225,0,13440,Timeout,False
875,335,2,13440,Timeout,True
876,185,0,13440,Timeout,False
877,485,3,13440,Timeout,True
878,35,0,13440,Timeout,True
879,335,0,13440,Timeout,False
880,75,0,13440,Timeout,False
881,75,0,13440,Timeout,False
882,265,1,13440,Timeout,True
883,185,1,13440,Timeout,True
884,185,1,13440,Timeout,True
885,485,0,13440,Timeout,True
886,185,0,13440,Timeout,True
887,35,0,13440,Timeout,False
888,1285,5,13408,Target_Reached,True
889,185,0,13440,Timeout,False
890,335,2,13440,Timeout,True
891,185,0,13440,Timeout,True
892,335,2,13440,Timeout,True
893,75,0,13440,Timeout,True
894,35,0,13440,Timeout,False
895,485,3,13440,Timeout,False
896,35,0,13440,Timeout,True
897,485,3,13440,Timeout,True
898,485,3,13440,Timeout,True
899,185,0,13440,Timeout,False
900,-4,0,13440,Timeout,False
901,35,0,13440,Timeout,False
902,-4,0,13440,Timeout,False
903,335,2,13440,Timeout,False
904,35,0,13440,Timeout,True
905,485,2,13440,Timeout,True
906,-4,0,13440,Timeout,True
907,-4,0,13440,Timeout,False
908,635,4,13440,Timeout,False
909,265,0,13440,Timeout,False
910,335,2,13440,Timeout,True
911,35,0,13440,Timeout,True
912,35,0,13440,Timeout,True
913,185,1,13440,Timeout,True
914,35,0,13440,Timeout,False
915,35,0,13440,Timeout,False
916,-4,0,13440,Timeout,False
917,265,1,13440,Timeout,False
918,185,1,13440,Timeout,False
919,185,0,13440,Timeout,True
920,35,0,13440,Timeout,True
921,335,2,13440,Timeout,True
922,-4,0,13440,Timeout,True
923,-4,0,13440,Timeout,False
924,415,2,13440,Timeout,False
925,335,2,13440,Timeout,False
926,-4,0,13440,Timeout,False
927,185,1,13440,Timeout,True
928,485,3,13440,Timeout,True
929,115,0,13440,Timeout,False
930,35,0,13440,Timeout,False
931,415,2,13440,Timeout,True
932,-4,0,13440,Timeout,False
933,335,0,13440,Timeout,False
934,-4,0,13440,Timeout,False
935,-4,0,13440,Timeout,False
936,35,0,13440,Timeout,True
937,485,3,13440,Timeout,False
938,335,2,13440,Timeout,True
939,75,0,13440,Timeout,False
940,185,1,13440,Timeout,True
941,185,1,13440,Timeout,False
942,35,0,13440,Timeout,False
943,485,3,13440,Timeout,True
944,35,0,13440,Timeout,False
945,335,2,13440,Timeout,True
946,35,0,13440,Timeout,True
947,35,0,13440,Timeout,False
948,75,0,13440,Timeout,True
949,565,3,13440,Timeout,True
950,485,0,13440,Timeout,False
951,415,2,13440,Timeout,True
952,485,3,13440,Timeout,True
953,265,0,13440,Timeout,True
954,375,2,13440,Timeout,False
955,185,0,13440,Timeout,True
956,335,2,13440,Timeout,True
957,35,0,13440,Timeout,True
958,375,2,13440,Timeout,True
959,185,1,13440,Timeout,True
960,185,1,13440,Timeout,True
961,-4,0,13440,Timeout,False
962,-4,0,13440,Timeout,False
963,185,0,13440,Timeout,False
964,335,2,13440,Timeout,True
965,35,0,13440,Timeout,True
966,485,0,13440,Timeout,False
967,35,0,13440,Timeout,False
968,185,1,13440,Timeout,False
969,185,1,13440,Timeout,False
970,185,0,13440,Timeout,False
971,225,1,13440,Timeout,True
972,115,0,13440,Timeout,False
973,335,2,13440,Timeout,True
974,75,0,13440,Timeout,False
975,115,0,13440,Timeout,True
976,375,0,13440,Timeout,True
977,35,0,13440,Timeout,False
978,525,3,13440,Timeout,True
979,225,1,13440,Timeout,False
980,525,3,13440,Timeout,True
981,635,0,13440,Timeout,True
982,635,4,13440,Timeout,True
983,185,0,13440,Timeout,False
984,1286,5,11360,Target_Reached,True
985,115,0,13440,Timeout,True
986,35,0,13440,Timeout,False
987,335,2,13440,Timeout,True
988,635,4,13440,Timeout,True
989,485,3,13440,Timeout,True
990,35,0,13440,Timeout,False
991,75,0,13440,Timeout,False
992,225,1,13440,Timeout,False
993,185,0,13440,Timeout,True
994,75,0,13440,Timeout,False
995,-4,0,13440,Timeout,False
996,35,0,13440,Timeout,False
997,-4,0,13440,Timeout,False
998,75,0,13440,Timeout,False
999,115,0,13440,Timeout,True
1000,35,0,13440,Timeout,False
